Interactor1	Interactor2	Interaction
Q9Y618	P84243	R-HSA-9864629
Q9Y618	Q71DI3	R-HSA-9864629
Q13227	P84243	R-HSA-9864629
O15379	P68431	R-HSA-9864629
P37231	P62805	R-HSA-9864629
85236	P37231	R-HSA-9864629
85236	P19793	R-HSA-9864629
P37231	P84243	R-HSA-9864629
O60907	85236	R-HSA-9864629
Q9BZK7	P37231	R-HSA-9864629
Q13227	Q71DI3	R-HSA-9864629
P37231	P84243	R-HSA-9864629
P37231	Q71DI3	R-HSA-9864629
85236	P37231	R-HSA-9864629
Q9BZK7	P37231	R-HSA-9864629
P37231	P84243	R-HSA-9864629
O15379	P37231	R-HSA-9864629
O75376	P19793	R-HSA-9864629
O60907	P62805	R-HSA-9864629
85236	P68431	R-HSA-9864629
P37231	Q71DI3	R-HSA-9864629
Q13227	85236	R-HSA-9864629
P37231	R-HSA-5649938	R-HSA-9864629
Q9Y618	85236	R-HSA-9864629
Q9Y618	R-HSA-5649938	R-HSA-9864629
P37231	P68431	R-HSA-9864629
Q9Y618	P68431	R-HSA-9864629
O15379	Q71DI3	R-HSA-9864629
Q13227	P68431	R-HSA-9864629
Q13227	R-HSA-5649938	R-HSA-9864629
O75376	P37231	R-HSA-9864629
O75376	R-HSA-5649938	R-HSA-9864629
Q9Y618	P37231	R-HSA-9864629
O60907	P37231	R-HSA-9864629
P19793	R-HSA-5649938	R-HSA-9864629
Q13227	P19793	R-HSA-9864629
Q9BZK7	P62805	R-HSA-9864629
P37231	P68431	R-HSA-9864629
O60907	P37231	R-HSA-9864629
Q13227	P37231	R-HSA-9864629
Q9BZK7	P19793	R-HSA-9864629
O60907	P68431	R-HSA-9864629
Q13227	P37231	R-HSA-9864629
O60907	Q71DI3	R-HSA-9864629
Q9BZK7	P37231	R-HSA-9864629
O75376	P84243	R-HSA-9864629
P19793	P62805	R-HSA-9864629
Q13227	P62805	R-HSA-9864629
O15379	P19793	R-HSA-9864629
O75376	Q71DI3	R-HSA-9864629
P37231	P62805	R-HSA-9864629
O15379	P37231	R-HSA-9864629
Q9Y618	P62805	R-HSA-9864629
Q9BZK7	P68431	R-HSA-9864629
P37231	P62805	R-HSA-9864629
Q9BZK7	Q71DI3	R-HSA-9864629
Q9Y618	P19793	R-HSA-9864629
P19793	Q71DI3	R-HSA-9864629
O60907	P84243	R-HSA-9864629
85236	P62805	R-HSA-9864629
O75376	P68431	R-HSA-9864629
85236	P37231	R-HSA-9864629
P19793	P68431	R-HSA-9864629
O60907	P19793	R-HSA-9864629
Q9BZK7	R-HSA-5649938	R-HSA-9864629
O75376	85236	R-HSA-9864629
Q13227	P37231	R-HSA-9864629
O15379	85236	R-HSA-9864629
Q9Y618	P37231	R-HSA-9864629
P37231	R-HSA-5649938	R-HSA-9864629
Q9BZK7	P84243	R-HSA-9864629
O75376	P37231	R-HSA-9864629
O15379	P62805	R-HSA-9864629
O60907	R-HSA-5649938	R-HSA-9864629
O60907	P37231	R-HSA-9864629
O75376	P37231	R-HSA-9864629
P37231	R-HSA-5649938	R-HSA-9864629
R-HSA-9859208	O60907	R-HSA-9864620
O75376	P37231	R-HSA-9864620
P84243	Q9Y618	R-HSA-9864620
P62805	O75376	R-HSA-9864620
R-HSA-9859208	Q13227	R-HSA-9864620
O15379	85236	R-HSA-9864620
Q71DI3	P37231	R-HSA-9864620
P68431	P37231	R-HSA-9864620
Q13227	85236	R-HSA-9864620
Q71DI3	85236	R-HSA-9864620
Q9BZK7	85236	R-HSA-9864620
P84243	Q13227	R-HSA-9864620
Q13227	P37231	R-HSA-9864620
Q9Y618	P37231	R-HSA-9864620
Q71DI3	Q9Y618	R-HSA-9864620
O75376	P19793	R-HSA-9864620
85236	P37231	R-HSA-9864620
P84243	P19793	R-HSA-9864620
P84243	P37231	R-HSA-9864620
O15379	P37231	R-HSA-9864620
Q71DI3	Q13227	R-HSA-9864620
85236	P19793	R-HSA-9864620
P62805	O60907	R-HSA-9864620
O15379	P37231	R-HSA-9864620
Q71DI3	P37231	R-HSA-9864620
P84243	85236	R-HSA-9864620
O60907	85236	R-HSA-9864620
85236	P37231	R-HSA-9864620
P84243	P37231	R-HSA-9864620
P68431	O75376	R-HSA-9864620
P84243	Q9BZK7	R-HSA-9864620
P62805	85236	R-HSA-9864620
Q71DI3	P19793	R-HSA-9864620
O60907	P19793	R-HSA-9864620
Q9Y618	P19793	R-HSA-9864620
P62805	P37231	R-HSA-9864620
R-HSA-9859208	P37231	R-HSA-9864620
R-HSA-9859208	P19793	R-HSA-9864620
P68431	P19793	R-HSA-9864620
O75376	P37231	R-HSA-9864620
Q9Y618	P37231	R-HSA-9864620
P68431	O60907	R-HSA-9864620
Q9Y618	P37231	R-HSA-9864620
Q71DI3	Q9BZK7	R-HSA-9864620
O75376	85236	R-HSA-9864620
O75376	P37231	R-HSA-9864620
P62805	O15379	R-HSA-9864620
R-HSA-9859208	Q9Y618	R-HSA-9864620
O60907	P37231	R-HSA-9864620
P62805	Q13227	R-HSA-9864620
R-HSA-9859208	O75376	R-HSA-9864620
Q71DI3	O60907	R-HSA-9864620
P84243	O75376	R-HSA-9864620
Q9BZK7	P19793	R-HSA-9864620
P68431	Q9BZK7	R-HSA-9864620
Q13227	P37231	R-HSA-9864620
P62805	Q9Y618	R-HSA-9864620
P62805	P37231	R-HSA-9864620
Q71DI3	P37231	R-HSA-9864620
P62805	P19793	R-HSA-9864620
Q9BZK7	P37231	R-HSA-9864620
P62805	P37231	R-HSA-9864620
Q13227	P37231	R-HSA-9864620
Q9BZK7	P37231	R-HSA-9864620
R-HSA-9859208	P37231	R-HSA-9864620
P68431	O15379	R-HSA-9864620
P84243	O60907	R-HSA-9864620
O15379	P19793	R-HSA-9864620
R-HSA-9859208	O15379	R-HSA-9864620
Q9BZK7	P37231	R-HSA-9864620
P68431	Q13227	R-HSA-9864620
Q71DI3	O15379	R-HSA-9864620
R-HSA-9859208	85236	R-HSA-9864620
O15379	P37231	R-HSA-9864620
P68431	Q9Y618	R-HSA-9864620
85236	P37231	R-HSA-9864620
Q71DI3	O75376	R-HSA-9864620
R-HSA-9859208	Q9BZK7	R-HSA-9864620
P84243	P37231	R-HSA-9864620
Q9Y618	85236	R-HSA-9864620
Q13227	P19793	R-HSA-9864620
P68431	85236	R-HSA-9864620
O60907	P37231	R-HSA-9864620
P62805	Q9BZK7	R-HSA-9864620
P68431	P37231	R-HSA-9864620
R-HSA-9859208	P37231	R-HSA-9864620
P84243	O15379	R-HSA-9864620
O60907	P37231	R-HSA-9864620
P68431	P37231	R-HSA-9864620
P19793	Q71DI3	R-HSA-9864622
O15379	P68431	R-HSA-9864622
85236	P62805	R-HSA-9864622
P37231	P84243	R-HSA-9864622
Q9BZK7	P37231	R-HSA-9864622
Q9BZK7	Q71DI3	R-HSA-9864622
O15379	Q71DI3	R-HSA-9864622
O60907	P84243	R-HSA-9864622
P19793	P68431	R-HSA-9864622
Q9BZK7	P37231	R-HSA-9864622
O60907	R-HSA-9859076	R-HSA-9864622
P37231	R-HSA-9859076	R-HSA-9864622
O75376	P37231	R-HSA-9864622
P37231	Q71DI3	R-HSA-9864622
P19793	P84243	R-HSA-9864622
Q9Y618	P37231	R-HSA-9864622
O15379	P37231	R-HSA-9864622
P37231	P68431	R-HSA-9864622
Q9Y618	P37231	R-HSA-9864622
Q9Y618	P68431	R-HSA-9864622
Q9Y618	P19793	R-HSA-9864622
P37231	P68431	R-HSA-9864622
Q13227	P68431	R-HSA-9864622
Q13227	R-HSA-9859076	R-HSA-9864622
O60907	P37231	R-HSA-9864622
Q9BZK7	P84243	R-HSA-9864622
Q13227	P84243	R-HSA-9864622
Q9Y618	P37231	R-HSA-9864622
O75376	P37231	R-HSA-9864622
P19793	P62805	R-HSA-9864622
Q9BZK7	85236	R-HSA-9864622
O75376	P62805	R-HSA-9864622
85236	P19793	R-HSA-9864622
O75376	85236	R-HSA-9864622
P37231	Q71DI3	R-HSA-9864622
Q13227	P37231	R-HSA-9864622
O15379	P62805	R-HSA-9864622
O60907	P68431	R-HSA-9864622
P37231	P84243	R-HSA-9864622
O15379	P19793	R-HSA-9864622
Q9Y618	Q71DI3	R-HSA-9864622
Q13227	Q71DI3	R-HSA-9864622
P37231	R-HSA-9859076	R-HSA-9864622
O60907	85236	R-HSA-9864622
85236	R-HSA-9859076	R-HSA-9864622
Q9BZK7	P68431	R-HSA-9864622
Q9Y618	P84243	R-HSA-9864622
P37231	P62805	R-HSA-9864622
Q9Y618	R-HSA-9859076	R-HSA-9864622
O60907	P19793	R-HSA-9864622
85236	P37231	R-HSA-9864622
O15379	P37231	R-HSA-9864622
O75376	P68431	R-HSA-9864622
O15379	P37231	R-HSA-9864622
85236	P37231	R-HSA-9864622
85236	P68431	R-HSA-9864622
O75376	R-HSA-9859076	R-HSA-9864622
P37231	P62805	R-HSA-9864622
O60907	P62805	R-HSA-9864622
P37231	R-HSA-9859076	R-HSA-9864622
Q13227	P37231	R-HSA-9864622
Q9BZK7	P37231	R-HSA-9864622
Q13227	P19793	R-HSA-9864622
O75376	P19793	R-HSA-9864622
O15379	85236	R-HSA-9864622
O60907	P37231	R-HSA-9864622
Q9BZK7	P62805	R-HSA-9864622
O75376	P37231	R-HSA-9864622
Q13227	P37231	R-HSA-9864622
Q9BZK7	P19793	R-HSA-9864622
O15379	R-HSA-9859076	R-HSA-9864622
O75376	P84243	R-HSA-9864622
O60907	Q71DI3	R-HSA-9864622
P37231	Q71DI3	R-HSA-9864622
O15379	P84243	R-HSA-9864622
85236	Q71DI3	R-HSA-9864622
Q9BZK7	R-HSA-9859076	R-HSA-9864622
P37231	P68431	R-HSA-9864622
P19793	R-HSA-9859076	R-HSA-9864622
O60907	P37231	R-HSA-9864622
Q9Y618	P62805	R-HSA-9864622
85236	P37231	R-HSA-9864622
85236	P84243	R-HSA-9864622
Q9Y618	85236	R-HSA-9864622
Q13227	85236	R-HSA-9864622
P37231	P62805	R-HSA-9864622
O75376	Q71DI3	R-HSA-9864622
Q13227	P62805	R-HSA-9864622
P37231	P84243	R-HSA-9864622
Q9BZK7	P19793	R-HSA-9864623
O60907	P68431	R-HSA-9864623
P37231	P68431	R-HSA-9864623
O75376	85236	R-HSA-9864623
Q13227	R-HSA-5640205	R-HSA-9864623
O15379	P62805	R-HSA-9864623
P19793	P62805	R-HSA-9864623
O75376	P84243	R-HSA-9864623
O60907	Q71DI3	R-HSA-9864623
Q13227	P37231	R-HSA-9864623
O15379	P19793	R-HSA-9864623
Q9Y618	P62805	R-HSA-9864623
O60907	R-HSA-5640205	R-HSA-9864623
P37231	R-HSA-5640205	R-HSA-9864623
85236	R-HSA-5640205	R-HSA-9864623
P37231	P62805	R-HSA-9864623
P37231	P62805	R-HSA-9864623
O75376	Q71DI3	R-HSA-9864623
Q13227	P62805	R-HSA-9864623
Q9BZK7	P68431	R-HSA-9864623
O15379	P68431	R-HSA-9864623
P37231	P62805	R-HSA-9864623
O15379	P37231	R-HSA-9864623
O75376	P68431	R-HSA-9864623
85236	P62805	R-HSA-9864623
Q9BZK7	Q71DI3	R-HSA-9864623
P19793	Q71DI3	R-HSA-9864623
O60907	P84243	R-HSA-9864623
P19793	P68431	R-HSA-9864623
P37231	R-HSA-5640205	R-HSA-9864623
O60907	P19793	R-HSA-9864623
85236	P37231	R-HSA-9864623
O75376	P37231	R-HSA-9864623
Q13227	P37231	R-HSA-9864623
Q9Y618	P37231	R-HSA-9864623
Q9Y618	P37231	R-HSA-9864623
Q13227	P37231	R-HSA-9864623
P37231	R-HSA-5640205	R-HSA-9864623
O75376	P37231	R-HSA-9864623
Q9BZK7	P84243	R-HSA-9864623
O60907	P37231	R-HSA-9864623
O15379	85236	R-HSA-9864623
Q9Y618	P19793	R-HSA-9864623
Q13227	P84243	R-HSA-9864623
Q9Y618	P37231	R-HSA-9864623
P37231	P68431	R-HSA-9864623
85236	Q71DI3	R-HSA-9864623
P37231	Q71DI3	R-HSA-9864623
O75376	P62805	R-HSA-9864623
O15379	P84243	R-HSA-9864623
85236	P19793	R-HSA-9864623
P19793	R-HSA-5640205	R-HSA-9864623
Q9BZK7	85236	R-HSA-9864623
P19793	P84243	R-HSA-9864623
Q9Y618	R-HSA-5640205	R-HSA-9864623
85236	P37231	R-HSA-9864623
Q13227	85236	R-HSA-9864623
Q9Y618	85236	R-HSA-9864623
85236	P84243	R-HSA-9864623
Q9Y618	Q71DI3	R-HSA-9864623
Q13227	Q71DI3	R-HSA-9864623
O75376	R-HSA-5640205	R-HSA-9864623
Q9BZK7	P37231	R-HSA-9864623
Q9Y618	P84243	R-HSA-9864623
P37231	P84243	R-HSA-9864623
O60907	85236	R-HSA-9864623
P37231	Q71DI3	R-HSA-9864623
P37231	P84243	R-HSA-9864623
O60907	P62805	R-HSA-9864623
Q9BZK7	P37231	R-HSA-9864623
85236	P37231	R-HSA-9864623
P37231	P84243	R-HSA-9864623
O15379	Q71DI3	R-HSA-9864623
O15379	P37231	R-HSA-9864623
85236	P68431	R-HSA-9864623
P37231	Q71DI3	R-HSA-9864623
O75376	P19793	R-HSA-9864623
O15379	P37231	R-HSA-9864623
Q9BZK7	P37231	R-HSA-9864623
O60907	P37231	R-HSA-9864623
Q13227	P19793	R-HSA-9864623
O60907	P37231	R-HSA-9864623
Q9BZK7	P62805	R-HSA-9864623
O75376	P37231	R-HSA-9864623
Q9Y618	P68431	R-HSA-9864623
P37231	P68431	R-HSA-9864623
Q9BZK7	R-HSA-5640205	R-HSA-9864623
Q13227	P68431	R-HSA-9864623
O15379	R-HSA-5640205	R-HSA-9864623
P68431	O15379	R-HSA-9864616
P62805	P37231	R-HSA-9864616
P62805	85236	R-HSA-9864616
Q71DI3	P19793	R-HSA-9864616
P84243	P37231	R-HSA-9864616
R-HSA-6800051	P37231	R-HSA-9864616
Q9BZK7	P37231	R-HSA-9864616
Q71DI3	Q9BZK7	R-HSA-9864616
P62805	P37231	R-HSA-9864616
P84243	Q9BZK7	R-HSA-9864616
O60907	85236	R-HSA-9864616
Q9Y618	P19793	R-HSA-9864616
P68431	Q9Y618	R-HSA-9864616
P68431	Q13227	R-HSA-9864616
P68431	Q9BZK7	R-HSA-9864616
85236	P37231	R-HSA-9864616
P84243	P19793	R-HSA-9864616
P62805	Q9Y618	R-HSA-9864616
P84243	85236	R-HSA-9864616
O15379	P19793	R-HSA-9864616
Q71DI3	Q13227	R-HSA-9864616
Q71DI3	Q9Y618	R-HSA-9864616
Q9BZK7	85236	R-HSA-9864616
P84243	O60907	R-HSA-9864616
Q71DI3	P37231	R-HSA-9864616
R-HSA-6800051	O15379	R-HSA-9864616
O15379	P37231	R-HSA-9864616
Q9BZK7	P37231	R-HSA-9864616
Q71DI3	P37231	R-HSA-9864616
Q9BZK7	P19793	R-HSA-9864616
O60907	P37231	R-HSA-9864616
P84243	Q13227	R-HSA-9864616
Q71DI3	O60907	R-HSA-9864616
P62805	O75376	R-HSA-9864616
85236	P19793	R-HSA-9864616
Q9Y618	P37231	R-HSA-9864616
R-HSA-6800051	Q13227	R-HSA-9864616
Q13227	P37231	R-HSA-9864616
O75376	P37231	R-HSA-9864616
P68431	P37231	R-HSA-9864616
P84243	Q9Y618	R-HSA-9864616
P84243	P37231	R-HSA-9864616
O15379	85236	R-HSA-9864616
O75376	P37231	R-HSA-9864616
R-HSA-6800051	Q9Y618	R-HSA-9864616
R-HSA-6800051	P19793	R-HSA-9864616
Q9Y618	P37231	R-HSA-9864616
R-HSA-6800051	O75376	R-HSA-9864616
O75376	85236	R-HSA-9864616
P68431	P19793	R-HSA-9864616
O60907	P19793	R-HSA-9864616
P62805	O15379	R-HSA-9864616
P68431	O60907	R-HSA-9864616
85236	P37231	R-HSA-9864616
P62805	O60907	R-HSA-9864616
P68431	O75376	R-HSA-9864616
O15379	P37231	R-HSA-9864616
85236	P37231	R-HSA-9864616
Q71DI3	O75376	R-HSA-9864616
P84243	P37231	R-HSA-9864616
O75376	P19793	R-HSA-9864616
R-HSA-6800051	P37231	R-HSA-9864616
Q9BZK7	P37231	R-HSA-9864616
Q13227	P37231	R-HSA-9864616
P62805	P19793	R-HSA-9864616
R-HSA-6800051	P37231	R-HSA-9864616
O15379	P37231	R-HSA-9864616
P62805	P37231	R-HSA-9864616
Q13227	P37231	R-HSA-9864616
R-HSA-6800051	Q9BZK7	R-HSA-9864616
Q71DI3	P37231	R-HSA-9864616
Q9Y618	P37231	R-HSA-9864616
P84243	O15379	R-HSA-9864616
Q71DI3	85236	R-HSA-9864616
P62805	Q13227	R-HSA-9864616
O60907	P37231	R-HSA-9864616
P62805	Q9BZK7	R-HSA-9864616
O75376	P37231	R-HSA-9864616
R-HSA-6800051	85236	R-HSA-9864616
P68431	P37231	R-HSA-9864616
Q13227	85236	R-HSA-9864616
Q9Y618	85236	R-HSA-9864616
Q13227	P19793	R-HSA-9864616
R-HSA-6800051	O60907	R-HSA-9864616
Q71DI3	O15379	R-HSA-9864616
P68431	P37231	R-HSA-9864616
P84243	O75376	R-HSA-9864616
O60907	P37231	R-HSA-9864616
P68431	85236	R-HSA-9864616
P68431	50648	R-HSA-9853955
P62805	85236	R-HSA-9853955
Q71DI3	85236	R-HSA-9853955
P37231	85236	R-HSA-9853955
P19793	85236	R-HSA-9853955
Q71DI3	50648	R-HSA-9853955
P84243	50648	R-HSA-9853955
P37231	50648	R-HSA-9853955
P62805	50648	R-HSA-9853955
R-HSA-9851810	50648	R-HSA-9853955
P68431	85236	R-HSA-9853955
P84243	85236	R-HSA-9853955
P19793	50648	R-HSA-9853955
R-HSA-9851810	85236	R-HSA-9853955
R-HSA-8962699	85236	R-HSA-9853957
R-HSA-8962699	50648	R-HSA-9853957
P68431	85236	R-HSA-9853957
P68431	50648	R-HSA-9853957
P84243	50648	R-HSA-9853957
Q71DI3	85236	R-HSA-9853957
P37231	85236	R-HSA-9853957
Q71DI3	50648	R-HSA-9853957
P37231	50648	R-HSA-9853957
P62805	85236	R-HSA-9853957
P62805	50648	R-HSA-9853957
P19793	50648	R-HSA-9853957
P84243	85236	R-HSA-9853957
P19793	85236	R-HSA-9853957
P68431	50648	R-HSA-9853958
P37231	85236	R-HSA-9853958
P68431	85236	R-HSA-9853958
P84243	85236	R-HSA-9853958
P62805	85236	R-HSA-9853958
P37231	50648	R-HSA-9853958
P19793	85236	R-HSA-9853958
Q71DI3	50648	R-HSA-9853958
R-HSA-2393968	85236	R-HSA-9853958
P62805	50648	R-HSA-9853958
R-HSA-2393968	50648	R-HSA-9853958
P19793	50648	R-HSA-9853958
Q71DI3	85236	R-HSA-9853958
P84243	50648	R-HSA-9853958
P68431	Q9BZK7	R-HSA-9906910
Q13227	50648	R-HSA-9906910
P62805	Q9Y618	R-HSA-9906910
P62805	Q13227	R-HSA-9906910
P19793	Q9Y618	R-HSA-9906910
Q9Y618	50648	R-HSA-9906910
P68431	50648	R-HSA-9906910
P62805	85236	R-HSA-9906910
R-HSA-9851810	50648	R-HSA-9906910
P19793	50648	R-HSA-9906910
Q71DI3	50648	R-HSA-9906910
Q71DI3	O60907	R-HSA-9906910
O60907	85236	R-HSA-9906910
P37231	50648	R-HSA-9906910
Q71DI3	Q13227	R-HSA-9906910
P37231	Q9BZK7	R-HSA-9906910
P19793	O15379	R-HSA-9906910
P68431	O15379	R-HSA-9906910
P84243	O60907	R-HSA-9906910
P37231	Q13227	R-HSA-9906910
Q71DI3	Q9Y618	R-HSA-9906910
P37231	Q9Y618	R-HSA-9906910
R-HSA-9851810	O15379	R-HSA-9906910
P84243	Q9BZK7	R-HSA-9906910
P19793	Q9BZK7	R-HSA-9906910
R-HSA-9851810	Q9BZK7	R-HSA-9906910
Q9BZK7	50648	R-HSA-9906910
O75376	85236	R-HSA-9906910
P37231	O75376	R-HSA-9906910
Q71DI3	Q9BZK7	R-HSA-9906910
P62805	O15379	R-HSA-9906910
P68431	O60907	R-HSA-9906910
P68431	85236	R-HSA-9906910
Q9Y618	85236	R-HSA-9906910
P19793	O75376	R-HSA-9906910
Q13227	85236	R-HSA-9906910
O75376	50648	R-HSA-9906910
P19793	O60907	R-HSA-9906910
P37231	85236	R-HSA-9906910
R-HSA-9851810	O60907	R-HSA-9906910
O15379	85236	R-HSA-9906910
P84243	Q9Y618	R-HSA-9906910
P62805	O75376	R-HSA-9906910
P68431	O75376	R-HSA-9906910
P84243	Q13227	R-HSA-9906910
P62805	O60907	R-HSA-9906910
P62805	50648	R-HSA-9906910
P37231	O15379	R-HSA-9906910
P19793	85236	R-HSA-9906910
O60907	50648	R-HSA-9906910
P84243	85236	R-HSA-9906910
R-HSA-9851810	85236	R-HSA-9906910
P84243	50648	R-HSA-9906910
P62805	Q9BZK7	R-HSA-9906910
Q9BZK7	85236	R-HSA-9906910
Q71DI3	O75376	R-HSA-9906910
P68431	Q9Y618	R-HSA-9906910
Q71DI3	85236	R-HSA-9906910
P68431	Q13227	R-HSA-9906910
R-HSA-9851810	O75376	R-HSA-9906910
R-HSA-9851810	Q9Y618	R-HSA-9906910
Q71DI3	O15379	R-HSA-9906910
P84243	O75376	R-HSA-9906910
P84243	O15379	R-HSA-9906910
P37231	O60907	R-HSA-9906910
P19793	Q13227	R-HSA-9906910
R-HSA-9851810	Q13227	R-HSA-9906910
O15379	50648	R-HSA-9906910
P62805	Q9BZK7	R-HSA-9906913
P84243	O75376	R-HSA-9906913
P84243	50648	R-HSA-9906913
P37231	Q13227	R-HSA-9906913
P37231	O60907	R-HSA-9906913
P19793	Q9BZK7	R-HSA-9906913
Q9BZK7	50648	R-HSA-9906913
Q71DI3	50648	R-HSA-9906913
O60907	50648	R-HSA-9906913
P62805	Q13227	R-HSA-9906913
P68431	O75376	R-HSA-9906913
P19793	50648	R-HSA-9906913
Q71DI3	O60907	R-HSA-9906913
P19793	O15379	R-HSA-9906913
R-HSA-8962699	O75376	R-HSA-9906913
R-HSA-8962699	Q9Y618	R-HSA-9906913
P62805	O60907	R-HSA-9906913
Q71DI3	Q9BZK7	R-HSA-9906913
P19793	Q9Y618	R-HSA-9906913
P37231	O15379	R-HSA-9906913
P68431	50648	R-HSA-9906913
P19793	O60907	R-HSA-9906913
P68431	Q9BZK7	R-HSA-9906913
P37231	50648	R-HSA-9906913
O60907	85236	R-HSA-9906913
P62805	85236	R-HSA-9906913
Q9Y618	50648	R-HSA-9906913
Q13227	50648	R-HSA-9906913
O75376	85236	R-HSA-9906913
O15379	85236	R-HSA-9906913
R-HSA-8962699	85236	R-HSA-9906913
P62805	O75376	R-HSA-9906913
P62805	O15379	R-HSA-9906913
P68431	O60907	R-HSA-9906913
P37231	Q9Y618	R-HSA-9906913
P37231	O75376	R-HSA-9906913
P84243	O15379	R-HSA-9906913
P19793	85236	R-HSA-9906913
Q71DI3	Q9Y618	R-HSA-9906913
Q71DI3	85236	R-HSA-9906913
Q9BZK7	85236	R-HSA-9906913
P68431	Q9Y618	R-HSA-9906913
P84243	Q9Y618	R-HSA-9906913
P84243	Q13227	R-HSA-9906913
P84243	Q9BZK7	R-HSA-9906913
R-HSA-8962699	O60907	R-HSA-9906913
R-HSA-8962699	Q13227	R-HSA-9906913
Q71DI3	Q13227	R-HSA-9906913
P19793	O75376	R-HSA-9906913
P84243	85236	R-HSA-9906913
P68431	O15379	R-HSA-9906913
P37231	Q9BZK7	R-HSA-9906913
P84243	O60907	R-HSA-9906913
P37231	85236	R-HSA-9906913
Q9Y618	85236	R-HSA-9906913
P19793	Q13227	R-HSA-9906913
P62805	50648	R-HSA-9906913
P62805	Q9Y618	R-HSA-9906913
R-HSA-8962699	Q9BZK7	R-HSA-9906913
P68431	Q13227	R-HSA-9906913
Q71DI3	O75376	R-HSA-9906913
R-HSA-8962699	O15379	R-HSA-9906913
Q71DI3	O15379	R-HSA-9906913
O15379	50648	R-HSA-9906913
Q13227	85236	R-HSA-9906913
O75376	50648	R-HSA-9906913
R-HSA-8962699	50648	R-HSA-9906913
P68431	85236	R-HSA-9906913
Q71DI3	Q13227	R-HSA-9906911
P84243	Q9BZK7	R-HSA-9906911
R-HSA-2393968	Q9Y618	R-HSA-9906911
Q71DI3	O15379	R-HSA-9906911
Q9Y618	50648	R-HSA-9906911
Q71DI3	85236	R-HSA-9906911
P37231	Q9BZK7	R-HSA-9906911
P19793	85236	R-HSA-9906911
P68431	50648	R-HSA-9906911
P84243	85236	R-HSA-9906911
P68431	O15379	R-HSA-9906911
P84243	O60907	R-HSA-9906911
P62805	85236	R-HSA-9906911
P68431	Q9BZK7	R-HSA-9906911
Q71DI3	Q9Y618	R-HSA-9906911
P84243	Q13227	R-HSA-9906911
R-HSA-2393968	O15379	R-HSA-9906911
Q13227	50648	R-HSA-9906911
P62805	Q9Y618	R-HSA-9906911
P37231	50648	R-HSA-9906911
O60907	85236	R-HSA-9906911
O75376	85236	R-HSA-9906911
O15379	85236	R-HSA-9906911
P84243	Q9Y618	R-HSA-9906911
P62805	O75376	R-HSA-9906911
P62805	O15379	R-HSA-9906911
P19793	50648	R-HSA-9906911
R-HSA-2393968	Q13227	R-HSA-9906911
Q71DI3	O60907	R-HSA-9906911
P37231	Q9Y618	R-HSA-9906911
Q71DI3	Q9BZK7	R-HSA-9906911
P19793	Q9Y618	R-HSA-9906911
P37231	O75376	R-HSA-9906911
P68431	O60907	R-HSA-9906911
P19793	Q9BZK7	R-HSA-9906911
Q9BZK7	50648	R-HSA-9906911
R-HSA-2393968	85236	R-HSA-9906911
Q71DI3	O75376	R-HSA-9906911
O60907	50648	R-HSA-9906911
P68431	O75376	R-HSA-9906911
P37231	Q13227	R-HSA-9906911
P62805	O60907	R-HSA-9906911
P84243	50648	R-HSA-9906911
P37231	O15379	R-HSA-9906911
P19793	O60907	R-HSA-9906911
P37231	85236	R-HSA-9906911
R-HSA-2393968	O75376	R-HSA-9906911
P62805	50648	R-HSA-9906911
Q71DI3	50648	R-HSA-9906911
P62805	Q13227	R-HSA-9906911
R-HSA-2393968	50648	R-HSA-9906911
P19793	O15379	R-HSA-9906911
O15379	50648	R-HSA-9906911
R-HSA-2393968	Q9BZK7	R-HSA-9906911
P68431	85236	R-HSA-9906911
Q9Y618	85236	R-HSA-9906911
P19793	O75376	R-HSA-9906911
Q13227	85236	R-HSA-9906911
P84243	O75376	R-HSA-9906911
O75376	50648	R-HSA-9906911
P19793	Q13227	R-HSA-9906911
P37231	O60907	R-HSA-9906911
Q9BZK7	85236	R-HSA-9906911
P84243	O15379	R-HSA-9906911
P68431	Q13227	R-HSA-9906911
P68431	Q9Y618	R-HSA-9906911
R-HSA-2393968	O60907	R-HSA-9906911
P62805	Q9BZK7	R-HSA-9906911
Q13227	85236	R-HSA-9906908
O75376	50648	R-HSA-9906908
O15379	85236	R-HSA-9906908
P84243	Q9Y618	R-HSA-9906908
R-HSA-9621342	O15379	R-HSA-9906908
P19793	85236	R-HSA-9906908
P19793	Q13227	R-HSA-9906908
P84243	O15379	R-HSA-9906908
P19793	O60907	R-HSA-9906908
P37231	85236	R-HSA-9906908
P84243	Q13227	R-HSA-9906908
R-HSA-9621342	85236	R-HSA-9906908
P68431	85236	R-HSA-9906908
Q9Y618	85236	R-HSA-9906908
P62805	O75376	R-HSA-9906908
Q71DI3	85236	R-HSA-9906908
P68431	Q9Y618	R-HSA-9906908
Q71DI3	O15379	R-HSA-9906908
P68431	Q13227	R-HSA-9906908
O60907	85236	R-HSA-9906908
R-HSA-9621342	O75376	R-HSA-9906908
P62805	Q9BZK7	R-HSA-9906908
P37231	O60907	R-HSA-9906908
Q71DI3	Q9Y618	R-HSA-9906908
Q71DI3	Q13227	R-HSA-9906908
R-HSA-9621342	Q13227	R-HSA-9906908
P37231	O15379	R-HSA-9906908
R-HSA-9621342	Q9Y618	R-HSA-9906908
P37231	Q9BZK7	R-HSA-9906908
